Gesture,Landmarks
None,"[0.32285815477371216, 1.0522253513336182, 0.24545812606811523, 0.9574611186981201, 0.2101258933544159, 0.8375468254089355, 0.19607149064540863, 0.7331770658493042, 0.15801654756069183, 0.6687907576560974, 0.28349199891090393, 0.6894327402114868, 0.3860063850879669, 0.6532641649246216, 0.409640908241272, 0.698209285736084, 0.4025266468524933, 0.7353866696357727, 0.33752381801605225, 0.7100399136543274, 0.4414184093475342, 0.6898959875106812, 0.44448041915893555, 0.7476000785827637, 0.41864702105522156, 0.7849724888801575, 0.3900836408138275, 0.7574811577796936, 0.48122239112854004, 0.734725832939148, 0.4766385555267334, 0.7908917665481567, 0.448483407497406, 0.826335072517395, 0.438852459192276, 0.8199729323387146, 0.5081894397735596, 0.7921648025512695, 0.4966813921928406, 0.8369293808937073, 0.4682466983795166, 0.8678604960441589]"
None,"[0.3196846842765808, 1.0563958883285522, 0.24349752068519592, 0.961694061756134, 0.20906014740467072, 0.8409160375595093, 0.19532592594623566, 0.7365003824234009, 0.15782272815704346, 0.6709014177322388, 0.2838064134120941, 0.6901770830154419, 0.38362979888916016, 0.6569434404373169, 0.40290504693984985, 0.7022289037704468, 0.39277154207229614, 0.7401507496833801, 0.33833047747612, 0.7103855609893799, 0.43904823064804077, 0.6895999908447266, 0.4411200284957886, 0.7457178235054016, 0.41650018095970154, 0.7839846611022949, 0.39157941937446594, 0.757752001285553, 0.4791862368583679, 0.7346618175506592, 0.47339266538619995, 0.7888643741607666, 0.44635534286499023, 0.8247706294059753, 0.4405975341796875, 0.8202940821647644, 0.5075235366821289, 0.7922219038009644, 0.4950826168060303, 0.8364576101303101, 0.4671483635902405, 0.8677399754524231]"
None,"[0.3120088279247284, 1.058561086654663, 0.23898594081401825, 0.9637987613677979, 0.20722676813602448, 0.8417257070541382, 0.19486743211746216, 0.7356382608413696, 0.15649163722991943, 0.6697571873664856, 0.28200197219848633, 0.6925943493843079, 0.3833267092704773, 0.6590440273284912, 0.4065525233745575, 0.7019352316856384, 0.39961186051368713, 0.7374662756919861, 0.33773496747016907, 0.7141863703727722, 0.4391973614692688, 0.6926577687263489, 0.44203677773475647, 0.749085009098053, 0.41682228446006775, 0.7861457467079163, 0.3914605975151062, 0.7626373171806335, 0.4801555871963501, 0.7373095750808716, 0.47467750310897827, 0.7922291159629822, 0.44675779342651367, 0.8274542093276978, 0.44043242931365967, 0.8264833092689514, 0.5073255300521851, 0.7952859401702881, 0.495123952627182, 0.8392841815948486, 0.4670848846435547, 0.870453417301178]"
None,"[0.3180364668369293, 1.053694486618042, 0.2419428825378418, 0.9607771635055542, 0.20734861493110657, 0.8419845104217529, 0.19351765513420105, 0.7362499833106995, 0.15555252134799957, 0.6699084043502808, 0.2800321578979492, 0.692927896976471, 0.38274946808815, 0.654412031173706, 0.4099130630493164, 0.6966516375541687, 0.40516045689582825, 0.7340466976165771, 0.3355939984321594, 0.712958574295044, 0.439595490694046, 0.6898384690284729, 0.44555988907814026, 0.7459745407104492, 0.42146459221839905, 0.7843198776245117, 0.3891320824623108, 0.7602338194847107, 0.4799226224422455, 0.7359588146209717, 0.4771934747695923, 0.7914457321166992, 0.45023053884506226, 0.8277934789657593, 0.43885791301727295, 0.8231987357139587, 0.5073278546333313, 0.7957732081413269, 0.4967077076435089, 0.8397427797317505, 0.4691017270088196, 0.8713039755821228]"
None,"[0.3179377317428589, 1.0599194765090942, 0.24093583226203918, 0.965499997138977, 0.20639993250370026, 0.8447531461715698, 0.193076491355896, 0.7382805347442627, 0.15586227178573608, 0.6710600852966309, 0.2819245755672455, 0.6931325793266296, 0.3812424838542938, 0.6581436395645142, 0.4043709933757782, 0.7021287679672241, 0.39728012681007385, 0.7403777837753296, 0.3369797170162201, 0.7129659056663513, 0.43758973479270935, 0.6912981271743774, 0.4421790540218353, 0.746810793876648, 0.4187527894973755, 0.7852709293365479, 0.390325129032135, 0.7611475586891174, 0.4778989851474762, 0.7358625531196594, 0.4736519753932953, 0.7901899814605713, 0.447015643119812, 0.8271737694740295, 0.4392951726913452, 0.825149655342102, 0.5061710476875305, 0.7944427728652954, 0.49380308389663696, 0.8387174010276794, 0.4654857814311981, 0.8717943429946899]"
None,"[0.3191543221473694, 1.0652679204940796, 0.24202394485473633, 0.9719729423522949, 0.20711489021778107, 0.8503216505050659, 0.19320979714393616, 0.7430645227432251, 0.15486259758472443, 0.6757792234420776, 0.28031933307647705, 0.6970794796943665, 0.3785068392753601, 0.6623735427856445, 0.4015536606311798, 0.7076540589332581, 0.3941878080368042, 0.7465245723724365, 0.336521178483963, 0.7171339392662048, 0.4370722770690918, 0.6951236128807068, 0.4417784512042999, 0.7521336674690247, 0.4179558753967285, 0.7907813787460327, 0.39075973629951477, 0.7647349834442139, 0.4789743721485138, 0.7401468753814697, 0.4746165871620178, 0.7959087491035461, 0.4477173984050751, 0.8331181406974792, 0.4406130611896515, 0.8282586932182312, 0.5068936347961426, 0.7990425825119019, 0.49477797746658325, 0.8442875146865845, 0.46704941987991333, 0.8769494891166687]"
None,"[0.31373560428619385, 1.0677416324615479, 0.23969843983650208, 0.9758971929550171, 0.20604963600635529, 0.8522156476974487, 0.1940433233976364, 0.7446398138999939, 0.15673787891864777, 0.6765398383140564, 0.28131726384162903, 0.6957250833511353, 0.3857765197753906, 0.6615746021270752, 0.40488263964653015, 0.7086763978004456, 0.39233505725860596, 0.7462429404258728, 0.3364417254924774, 0.7183036804199219, 0.4406510293483734, 0.6961817741394043, 0.4426460266113281, 0.7536617517471313, 0.41617146134376526, 0.7902860641479492, 0.3896903395652771, 0.7679455280303955, 0.4809466600418091, 0.7433218955993652, 0.4747259020805359, 0.7997387647628784, 0.44593656063079834, 0.8349913358688354, 0.4387589395046234, 0.8327465057373047, 0.5073558688163757, 0.8029806017875671, 0.4944921135902405, 0.8485767841339111, 0.46574079990386963, 0.8796898126602173]"
None,"[0.3181173801422119, 1.064908504486084, 0.2416369467973709, 0.9737606644630432, 0.2063462734222412, 0.8508109450340271, 0.19383324682712555, 0.7426560521125793, 0.15612852573394775, 0.6733791828155518, 0.28127020597457886, 0.6950652599334717, 0.38664013147354126, 0.6592978239059448, 0.40773409605026245, 0.7060902118682861, 0.3961084485054016, 0.7439696192741394, 0.33603745698928833, 0.7174459099769592, 0.4422171115875244, 0.6933419704437256, 0.4444325566291809, 0.7514707446098328, 0.4166519045829773, 0.7885221242904663, 0.3888233006000519, 0.7667831778526306, 0.48129189014434814, 0.7418678998947144, 0.4754154086112976, 0.7984802722930908, 0.445773184299469, 0.8336759805679321, 0.437742680311203, 0.8313373327255249, 0.5073131918907166, 0.801371693611145, 0.49478578567504883, 0.8465529680252075, 0.46549978852272034, 0.8777085542678833]"
None,"[0.31481966376304626, 1.067383050918579, 0.23965385556221008, 0.9731601476669312, 0.20601345598697662, 0.8495451211929321, 0.19194403290748596, 0.7423436045646667, 0.15392164885997772, 0.6753074526786804, 0.2806764543056488, 0.6970991492271423, 0.3783760964870453, 0.6631134748458862, 0.4012223482131958, 0.7081937789916992, 0.3934214413166046, 0.7470196485519409, 0.3359299898147583, 0.7188655734062195, 0.43619200587272644, 0.6947854161262512, 0.4409140944480896, 0.7501177787780762, 0.4163476526737213, 0.7878440022468567, 0.3892544209957123, 0.7676286101341248, 0.4780324101448059, 0.7395678758621216, 0.47397077083587646, 0.7938165664672852, 0.4459537863731384, 0.8298814296722412, 0.4380984604358673, 0.8317838907241821, 0.5058157444000244, 0.7975414395332336, 0.4937584698200226, 0.8414567112922668, 0.4645850360393524, 0.873660147190094]"
None,"[0.31686943769454956, 1.0615283250808716, 0.24095594882965088, 0.9692606329917908, 0.20564678311347961, 0.8486670255661011, 0.19199737906455994, 0.7413490414619446, 0.15421149134635925, 0.673345148563385, 0.27867475152015686, 0.6946741342544556, 0.3826190233230591, 0.65892094373703, 0.40394049882888794, 0.7038993239402771, 0.39303064346313477, 0.7415368556976318, 0.33474254608154297, 0.7166125774383545, 0.43897777795791626, 0.6923860311508179, 0.44251471757888794, 0.7477849721908569, 0.41627052426338196, 0.785182774066925, 0.3882618844509125, 0.7657312154769897, 0.47923052310943604, 0.7400642037391663, 0.47421711683273315, 0.7948053479194641, 0.4453701972961426, 0.830500066280365, 0.4373795986175537, 0.8299947381019592, 0.5059175491333008, 0.800829291343689, 0.4933202862739563, 0.8453617691993713, 0.4640033543109894, 0.8767834901809692]"
None,"[0.3167065978050232, 1.063910961151123, 0.24000447988510132, 0.9701789617538452, 0.20540085434913635, 0.8489925265312195, 0.19167374074459076, 0.7423511147499084, 0.154227152466774, 0.6751841306686401, 0.2789212465286255, 0.6963167786598206, 0.3778495788574219, 0.6618956923484802, 0.40131062269210815, 0.7058221697807312, 0.39477652311325073, 0.743516743183136, 0.3345465064048767, 0.7170817255973816, 0.4361359477043152, 0.6953853964805603, 0.43984365463256836, 0.7514110803604126, 0.41548842191696167, 0.7892695069313049, 0.38822832703590393, 0.7652980089187622, 0.4779273271560669, 0.7410599589347839, 0.47284868359565735, 0.7955834269523621, 0.4453830122947693, 0.8313385248184204, 0.43757176399230957, 0.8286793231964111, 0.5056430101394653, 0.7987734079360962, 0.49322861433029175, 0.8427496552467346, 0.4649388790130615, 0.874019980430603]"
None,"[0.3169495463371277, 1.0636000633239746, 0.2395947277545929, 0.9715017080307007, 0.20391342043876648, 0.8506418466567993, 0.19144423305988312, 0.7444080114364624, 0.15532733500003815, 0.676242470741272, 0.27745598554611206, 0.6987175941467285, 0.37679481506347656, 0.6604280471801758, 0.3993860185146332, 0.7026341557502747, 0.3918793797492981, 0.740220844745636, 0.33266690373420715, 0.7201748490333557, 0.4354397654533386, 0.6940134167671204, 0.439067006111145, 0.7483271360397339, 0.4140186607837677, 0.785938024520874, 0.3857400119304657, 0.7680833339691162, 0.47698521614074707, 0.7420021295547485, 0.4721314311027527, 0.7953249216079712, 0.4444570541381836, 0.8302679061889648, 0.43527793884277344, 0.830723762512207, 0.5052717328071594, 0.8001255393028259, 0.49275392293930054, 0.8437244296073914, 0.464143306016922, 0.8744964599609375]"
None,"[0.3122391998767853, 1.066496729850769, 0.23771941661834717, 0.9715474843978882, 0.20397025346755981, 0.8480756282806396, 0.1915614753961563, 0.7416432499885559, 0.15458598732948303, 0.6756605505943298, 0.2778313457965851, 0.6972360610961914, 0.3788820505142212, 0.6624670028686523, 0.39932575821876526, 0.7068474292755127, 0.3890482485294342, 0.7446247339248657, 0.33310654759407043, 0.7195207476615906, 0.4355059862136841, 0.6946058869361877, 0.4381237328052521, 0.7504352927207947, 0.4119832515716553, 0.7880653738975525, 0.38678914308547974, 0.7680729627609253, 0.47748637199401855, 0.7408878207206726, 0.4717884063720703, 0.7953981757164001, 0.44306138157844543, 0.8309617638587952, 0.436117559671402, 0.8317168951034546, 0.5047703385353088, 0.7982158660888672, 0.49187546968460083, 0.8428199291229248, 0.4630591571331024, 0.8742043972015381]"
None,"[0.31697002053260803, 1.0634069442749023, 0.24157121777534485, 0.9703299403190613, 0.20497524738311768, 0.8480674624443054, 0.19111420214176178, 0.7413622140884399, 0.15383358299732208, 0.6739462018013, 0.27655932307243347, 0.6964553594589233, 0.37955451011657715, 0.6585371494293213, 0.40023937821388245, 0.7045466899871826, 0.38851797580718994, 0.7430148720741272, 0.33209460973739624, 0.7188795804977417, 0.4371322989463806, 0.6916933059692383, 0.44005298614501953, 0.7483437061309814, 0.4121844470500946, 0.7864609360694885, 0.3855242431163788, 0.7674292325973511, 0.4777502119541168, 0.7406934499740601, 0.47237515449523926, 0.7957372665405273, 0.4425671696662903, 0.8311325907707214, 0.43501195311546326, 0.8310431241989136, 0.5043948292732239, 0.8010468482971191, 0.4916408658027649, 0.8460313081741333, 0.46199241280555725, 0.8770774006843567]"
None,"[0.31148985028266907, 1.0655126571655273, 0.23693755269050598, 0.9703567028045654, 0.20384204387664795, 0.8475181460380554, 0.1911049783229828, 0.7416846752166748, 0.15380054712295532, 0.6761389374732971, 0.27778881788253784, 0.6970258951187134, 0.3768783509731293, 0.6608754992485046, 0.39854320883750916, 0.7043401002883911, 0.39017239212989807, 0.7411134839057922, 0.3331668972969055, 0.7184550166130066, 0.4346022605895996, 0.6941503286361694, 0.43726861476898193, 0.7506053447723389, 0.41148942708969116, 0.7879042029380798, 0.38685134053230286, 0.7666552662849426, 0.47687605023384094, 0.7407747507095337, 0.4713006615638733, 0.795476496219635, 0.44283872842788696, 0.8310610055923462, 0.435820996761322, 0.8300936222076416, 0.5040689706802368, 0.7988967895507812, 0.49149519205093384, 0.8432919979095459, 0.46290481090545654, 0.8748968243598938]"
None,"[0.3165997862815857, 1.0633443593978882, 0.2399846315383911, 0.970034122467041, 0.20440807938575745, 0.8471628427505493, 0.19157588481903076, 0.7389867901802063, 0.15419788658618927, 0.6717274785041809, 0.27810588479042053, 0.6953292489051819, 0.379751592874527, 0.656826913356781, 0.40124404430389404, 0.7021109461784363, 0.3907666802406311, 0.7403016686439514, 0.33381491899490356, 0.7168964147567749, 0.43775302171707153, 0.6925469636917114, 0.44140028953552246, 0.7485997676849365, 0.41502201557159424, 0.7855716347694397, 0.3869965374469757, 0.7657531499862671, 0.4790988862514496, 0.7403744459152222, 0.4739263951778412, 0.795044481754303, 0.44467103481292725, 0.830193042755127, 0.4359382688999176, 0.829805850982666, 0.5058501958847046, 0.8010488748550415, 0.49281179904937744, 0.8454602360725403, 0.46312063932418823, 0.8763408660888672]"
None,"[0.3135852813720703, 1.0647063255310059, 0.23816752433776855, 0.968112587928772, 0.20412597060203552, 0.84654301404953, 0.19081716239452362, 0.7403491139411926, 0.15372633934020996, 0.6737288236618042, 0.2779962122440338, 0.6956851482391357, 0.3788670301437378, 0.6610803604125977, 0.3993264138698578, 0.7055726051330566, 0.38948091864585876, 0.743097186088562, 0.3331736922264099, 0.716770589351654, 0.4363958537578583, 0.6941791772842407, 0.4381154179573059, 0.7509108781814575, 0.41120025515556335, 0.7889321446418762, 0.3864678144454956, 0.7649030089378357, 0.4781556725502014, 0.7400463819503784, 0.4718184769153595, 0.7948004603385925, 0.442491739988327, 0.8304442763328552, 0.43526825308799744, 0.8283507227897644, 0.5053234100341797, 0.7977065443992615, 0.4920814037322998, 0.8424202799797058, 0.4626186490058899, 0.8739487528800964]"
None,"[0.30797430872917175, 1.0608937740325928, 0.23618265986442566, 0.9650599956512451, 0.20338381826877594, 0.8437076807022095, 0.1909516453742981, 0.738932728767395, 0.15528954565525055, 0.672511875629425, 0.2785748839378357, 0.6937443017959595, 0.37733057141304016, 0.6582725644111633, 0.4005689024925232, 0.7010106444358826, 0.39223024249076843, 0.7385546565055847, 0.33447980880737305, 0.7169025540351868, 0.4355625510215759, 0.6917239427566528, 0.4399964213371277, 0.7462852001190186, 0.4139474630355835, 0.7839308381080627, 0.38760894536972046, 0.766324520111084, 0.477694571018219, 0.738943338394165, 0.4731309413909912, 0.7924729585647583, 0.44383931159973145, 0.8280665874481201, 0.43595463037490845, 0.8309046030044556, 0.5053741931915283, 0.7979240417480469, 0.4934999942779541, 0.8409311175346375, 0.46413683891296387, 0.8725695610046387]"
None,"[0.3089269995689392, 1.0601844787597656, 0.23605430126190186, 0.9640270471572876, 0.20346082746982574, 0.8433800339698792, 0.19166821241378784, 0.7383323907852173, 0.15476302802562714, 0.6724187135696411, 0.2772199213504791, 0.6925488114356995, 0.37668246030807495, 0.6592163443565369, 0.3988264501094818, 0.7033091187477112, 0.3902793526649475, 0.741568386554718, 0.33322566747665405, 0.7153944969177246, 0.43533557653427124, 0.6914218068122864, 0.4388993978500366, 0.7470788955688477, 0.41241738200187683, 0.7857134938240051, 0.38644835352897644, 0.7633841037750244, 0.4772719144821167, 0.7381657958030701, 0.4725356698036194, 0.7923633456230164, 0.44335252046585083, 0.8277633190155029, 0.4349154233932495, 0.827458381652832, 0.5052382946014404, 0.7974975109100342, 0.49283453822135925, 0.8415226936340332, 0.46304184198379517, 0.872686505317688]"
None,"[0.3102077841758728, 1.0610631704330444, 0.23796796798706055, 0.9650405645370483, 0.20477578043937683, 0.8441805243492126, 0.19261273741722107, 0.7395777106285095, 0.15651138126850128, 0.672092080116272, 0.27853941917419434, 0.6934241652488708, 0.3792276978492737, 0.6588883996009827, 0.4020593464374542, 0.7029367685317993, 0.3939914107322693, 0.7410390377044678, 0.33434173464775085, 0.7160230875015259, 0.43730783462524414, 0.6926149129867554, 0.44088417291641235, 0.748508870601654, 0.41461241245269775, 0.7861902117729187, 0.38764286041259766, 0.7640910148620605, 0.4786388874053955, 0.7401009202003479, 0.47345688939094543, 0.7944377064704895, 0.4445333480834961, 0.829159140586853, 0.43651387095451355, 0.8278079628944397, 0.5059167742729187, 0.7990521788597107, 0.4932861924171448, 0.843111515045166, 0.46400755643844604, 0.8737081289291382]"
